Movie_ID,Avg_Rating,Watch_Count,Min_Date,Max_Date,Date_Diff
68,4.14259927797834,2216,2004-04-27,2005-12-31,613
69,3.293103448275862,116,2005-02-22,2005-12-20,301
70,2.7317784256559765,343,2001-04-28,2005-12-20,1697
71,3.7700192184497117,1561,2003-05-04,2005-12-30,971
72,3.1452513966480447,179,2002-06-20,2005-12-22,1281
73,3.891566265060241,747,2004-08-28,2005-12-28,487
74,3.185567010309278,388,2004-12-31,2005-12-27,361
75,2.5707762557077625,219,2001-02-24,2005-12-18,1758
76,4.090385917400136,2954,2004-02-13,2005-12-31,687
77,2.852772466539197,13598,1999-12-21,2005-12-30,2201
78,2.9416494845360823,4850,2000-01-05,2005-12-30,2186
79,3.765381218722402,3397,2000-01-05,2005-12-31,2187
80,2.7992700729927007,274,2003-03-15,2005-12-29,1020
81,3.4395516413130505,1249,1999-12-27,2005-12-31,2196
82,3.042016806722689,119,2005-04-09,2005-12-28,263
83,3.729331339457381,18724,2000-01-05,2005-12-31,2187
84,3.2212936046511627,2752,2002-06-29,2005-12-29,1279
85,4.2518796992481205,266,2005-05-14,2005-12-31,231
86,1.9545454545454546,176,2000-02-17,2005-12-27,2140
87,2.8119658119658117,117,2003-01-13,2005-12-18,1070
88,3.8353783231083844,978,2003-07-21,2005-12-30,893
89,2.6913439635535306,878,2001-05-15,2005-12-27,1687
90,3.496,625,2001-01-16,2005-12-27,1806
91,3.8959435626102294,567,2005-02-14,2005-12-30,319
92,3.5652173913043477,161,2004-08-12,2005-12-26,501
93,2.689655172413793,174,2005-06-10,2005-12-31,204
94,3.6842105263157894,342,2000-05-26,2005-12-28,2042
95,2.5828877005347595,935,2002-03-26,2005-12-27,1372
96,3.3688524590163933,488,2001-01-04,2005-12-29,1820
97,3.87182829336114,11508,2002-11-15,2005-12-31,1142
98,3.9153846153846152,130,2004-10-15,2005-12-14,425
99,2.4206349206349205,126,2001-10-10,2005-10-13,1464
100,2.6538461538461537,78,2001-07-28,2005-12-22,1608
101,3.3727272727272726,330,2001-06-29,2005-12-13,1628
102,2.7363636363636363,330,2004-11-22,2005-12-28,401
103,3.6555023923444976,209,2005-05-12,2005-12-31,233
104,3.6977142857142855,3500,2001-03-21,2005-12-31,1746
105,3.1302083333333335,192,2004-08-28,2005-12-28,487
106,4.097872340425532,940,2004-09-03,2005-12-30,483
107,3.3522316043425815,829,2001-03-21,2005-12-03,1718
108,3.167315175097276,19018,2004-01-26,2005-12-31,705
109,2.677064220183486,545,2000-12-21,2005-12-27,1832
110,3.0338119499768412,2159,2000-09-09,2005-12-29,1937
111,3.0828824642347397,30127,2003-09-01,2005-12-31,852
112,3.00418410041841,239,2003-01-15,2005-12-26,1076
113,3.8851399856424984,1393,2002-03-23,2005-12-30,1378
114,3.366822429906542,428,2000-01-08,2005-12-29,2182
115,3.539039039039039,666,2003-09-12,2005-12-28,838
116,3.539076376554174,1126,2004-10-13,2005-12-31,444
117,3.46177370030581,981,2003-04-01,2005-12-30,1004
118,3.432952182952183,19240,2000-01-05,2005-12-31,2187
119,2.6979166666666665,96,2000-01-07,2005-12-20,2174
120,2.424778761061947,339,2004-04-23,2005-12-27,613
121,3.6161616161616164,99,2005-03-09,2005-12-31,297
122,2.911886457717327,3382,2003-03-23,2005-12-30,1013
123,2.8333333333333335,276,2004-12-22,2005-12-30,373
124,2.2662721893491122,169,2000-11-24,2005-12-19,1851
125,3.3707345286292654,1729,2004-04-23,2005-12-31,617
126,3.201858108108108,1184,2004-02-26,2005-12-28,671
127,2.630391506303915,3014,2001-01-12,2005-12-23,1806
128,3.2158273381294964,417,2000-01-17,2005-12-28,2172
129,2.1481481481481484,756,2003-03-15,2005-12-26,1017
130,2.2325581395348837,86,2000-11-17,2005-12-18,1857
131,2.6950354609929077,705,2002-03-12,2005-12-30,1389
132,3.0746987951807228,830,2002-07-31,2005-12-21,1239
133,3.737807257120562,2563,2004-10-20,2005-12-29,435
134,2.1313131313131315,99,2002-05-16,2005-11-10,1274
135,4.138020833333333,384,2004-10-07,2005-12-28,447
136,2.975,120,2000-01-16,2005-12-31,2176
137,2.392156862745098,204,2003-04-29,2005-12-16,962
138,3.9422340602630266,6007,2004-01-29,2005-12-31,702
139,2.5104166666666665,96,2002-03-30,2005-12-20,1361
140,2.5294117647058822,119,2005-06-10,2005-12-18,191
141,2.9761904761904763,126,2004-08-07,2005-12-23,503
142,2.8098159509202456,326,2001-05-03,2005-12-29,1701
143,3.853031645899588,38362,2000-01-05,2005-12-31,2187
144,3.2006920415224913,289,2000-11-26,2005-12-29,1859
145,3.074725274725275,455,2003-05-04,2005-12-27,968
146,2.420765027322404,366,2000-01-08,2005-12-29,2182
147,2.16793893129771,131,2002-11-27,2005-12-19,1118
148,3.304947283049473,22194,2001-02-18,2005-12-31,1777
149,3.0161290322580645,62,2005-05-20,2005-12-29,223
150,2.883018867924528,265,2002-02-11,2005-12-28,1416
151,1.9545454545454546,176,2005-06-10,2005-12-20,193
152,3.9340755293604017,9162,2000-07-17,2005-12-31,1993
153,2.7476635514018692,321,2002-11-22,2005-12-26,1130
154,2.9430379746835444,158,2001-05-05,2005-12-20,1690
155,3.5969387755102042,980,2004-04-21,2005-12-28,616
156,3.495170558748013,8179,2001-03-05,2005-12-31,1762
157,3.3787234042553194,705,2003-01-09,2005-12-30,1086
158,2.657754010695187,374,2005-04-08,2005-12-22,258
159,3.932926829268293,164,2003-02-13,2005-11-23,1014
160,3.007786429365962,899,2003-09-12,2005-12-28,838
161,3.8536209553158707,649,2005-07-12,2005-12-31,172
162,2.959915611814346,474,2004-01-16,2005-12-31,715
163,2.378238341968912,193,2003-11-30,2005-12-26,757
164,2.6273006134969323,652,2005-08-01,2005-12-28,149
165,3.9169572798605055,4588,2000-02-12,2005-12-31,2149
166,3.556332803391627,9435,2001-03-02,2005-12-31,1765
167,4.0922303573379954,9151,2004-12-05,2005-12-31,391
168,3.242424242424242,1353,2004-06-23,2005-12-31,556
169,3.388059701492537,335,2004-07-30,2005-12-19,507
170,3.181395348837209,215,2004-04-23,2005-12-19,605
171,3.7424878836833604,6190,2001-03-21,2005-12-31,1746
172,3.127329192546584,322,2004-11-26,2005-12-28,397
173,3.538908765652952,2236,2002-04-22,2005-12-28,1346
174,3.319371727748691,191,2005-07-12,2005-12-25,166
175,4.003847429519071,90450,1999-12-30,2005-12-31,2193
176,3.2666666666666666,210,2004-05-14,2005-12-29,594
177,2.680497925311203,241,2002-11-13,2005-12-28,1141
178,3.372863801139306,1931,2003-08-26,2005-12-30,857
179,2.458041958041958,286,2004-06-16,2005-12-20,552
180,3.833746898263027,2418,2002-09-20,2005-12-30,1197
181,2.6000562113546937,3558,2004-09-27,2005-12-31,460
182,3.0811965811965814,234,2001-08-29,2005-12-27,1581
183,3.0122699386503067,163,2005-03-25,2005-12-28,278
184,3.338345864661654,399,2004-10-07,2005-12-29,448
185,3.0574662603395732,2297,2002-10-01,2005-12-31,1187
186,3.3780068728522337,291,2005-02-07,2005-12-28,324
187,3.012170183051524,20049,2002-03-05,2005-12-31,1397
188,2.7618673989799922,2549,2005-02-11,2005-12-29,321
189,3.346466718540001,14137,2000-09-10,2005-12-30,1937
190,2.0961538461538463,104,2000-06-19,2005-12-27,2017
191,3.932202188006483,98720,2003-04-18,2005-12-31,988
192,3.2,275,2004-04-18,2005-12-28,619
193,2.975206611570248,121,2004-12-25,2005-12-14,354
194,3.134674922600619,646,2003-09-12,2005-12-30,840
195,3.2972972972972974,185,2005-08-20,2005-12-31,133
196,3.4675324675324677,154,2002-09-05,2005-12-20,1202
197,3.478931823775535,81260,2004-02-13,2005-12-31,687
198,3.082474226804124,194,2000-01-10,2005-12-22,2173
199,3.8931820101945984,35509,1999-12-31,2005-12-31,2192
200,3.007751937984496,129,2001-03-10,2005-12-28,1754
201,3.4174008810572687,2724,2003-08-12,2005-12-31,872
202,3.1047120418848166,382,2002-09-11,2005-12-29,1205
203,3.15625,96,2000-12-04,2005-12-30,1852
204,2.708695652173913,230,2004-02-09,2005-12-27,687
205,3.3021442495126707,513,2004-11-12,2005-12-28,411
206,3.8585766423357666,1096,2004-11-19,2005-12-30,406
207,2.86046511627907,258,2002-12-11,2005-12-20,1105
208,3.3588342440801457,2196,2000-01-10,2005-12-31,2182
209,4.160759204207638,4373,2003-09-12,2005-12-30,840
210,3.151382823871907,687,2003-08-05,2005-12-31,879
211,3.555045871559633,654,2004-04-13,2005-12-30,626
212,2.7786516853932586,890,2001-07-02,2005-12-30,1642
213,3.4709936817920735,3482,2002-12-27,2005-12-29,1098
214,2.9193548387096775,124,2003-02-21,2005-12-20,1033
215,4.062575210589651,5817,2004-07-30,2005-12-31,519
216,3.218212478920742,8895,2001-11-15,2005-12-31,1507
217,2.9529411764705884,425,2005-03-04,2005-12-30,301
218,3.226086956521739,115,2003-12-16,2005-12-02,717
219,2.6036036036036037,111,2000-01-11,2005-12-29,2179
220,3.257918552036199,221,2003-09-19,2005-12-22,825
221,3.4347826086956523,161,2005-05-13,2005-12-31,232
222,2.606060606060606,99,2001-01-29,2005-11-10,1746
223,4.2111917098445595,24125,2004-01-22,2005-12-31,709
224,3.8314917127071824,1086,2003-05-07,2005-12-28,966
225,2.733739012846518,7395,2004-07-22,2005-12-31,527
226,2.4444444444444446,189,2000-01-24,2005-12-16,2153
227,3.417293233082707,1330,2002-10-04,2005-12-30,1183
228,2.831578947368421,95,2004-04-24,2005-12-26,611
229,3.831288343558282,652,2003-10-29,2005-12-29,792
230,3.0952380952380953,126,2005-01-19,2005-12-28,343
231,2.9427083333333335,768,2003-05-16,2005-12-27,956
232,3.182676848874598,4976,2002-07-18,2005-12-31,1262
233,3.2416267942583734,418,2001-10-04,2005-12-28,1546
234,2.9690721649484537,97,2000-01-25,2005-12-20,2156
235,3.024886877828054,442,2003-11-01,2005-12-31,791
236,2.32,125,2000-02-20,2005-12-20,2130
237,3.3994252873563218,348,2000-01-17,2005-12-29,2173
238,3.6783725910064238,2335,2000-01-10,2005-12-31,2182
239,3.7680365296803653,2190,2004-02-13,2005-12-31,687
240,3.9484953703703702,5184,2003-09-20,2005-12-31,833
241,4.157900839478688,43122,2000-04-23,2005-12-31,2078
242,3.911157894736842,2375,2002-09-24,2005-12-31,1194
243,3.0252100840336134,119,2004-01-09,2005-12-24,715
244,3.8666666666666667,105,2004-09-23,2005-12-31,464
245,2.78021978021978,91,2002-03-19,2005-12-08,1360
246,3.1160092807424595,431,2004-08-27,2005-12-31,491
247,3.0321592649310873,653,2003-09-01,2005-12-29,850
248,3.6333387437104365,6161,2003-07-20,2005-12-31,895
249,3.182741116751269,197,2004-05-14,2005-12-28,593
250,3.4385510996119018,773,2002-01-31,2005-12-30,1429
251,3.8803986710963456,1204,2003-05-07,2005-12-27,965
252,3.3904539303727397,24387,2002-07-20,2005-12-31,1260
253,4.0679207920792075,5050,2004-03-16,2005-12-31,655
254,2.042105263157895,190,2004-12-03,2005-11-16,348
255,3.142389882250327,4586,2001-08-15,2005-12-31,1599
256,3.440720808871494,12264,2000-04-16,2005-12-31,2085
257,3.9115765617575025,27357,2001-07-15,2005-12-31,1630
258,2.951219512195122,164,2000-09-02,2005-12-22,1937
259,3.220319634703196,876,2005-08-29,2005-12-31,124
260,3.15609756097561,205,2000-01-16,2005-12-31,2176
261,3.6901140684410647,526,2004-06-25,2005-12-29,552
262,3.7103700319780724,4378,2004-04-04,2005-12-31,636
263,3.9844444444444442,900,2004-08-19,2005-12-26,494
264,2.888059701492537,134,2004-02-09,2005-12-20,680
265,3.25,308,2003-04-22,2005-12-29,982
266,3.0555555555555554,126,2004-05-07,2005-12-22,594
267,3.6867469879518073,1162,2004-07-08,2005-12-31,541
268,3.7114517583408477,5545,2004-04-10,2005-12-31,630
269,3.7562770764429123,21467,1999-12-18,2005-12-31,2205
270,4.289368944031183,36431,2003-05-27,2005-12-31,949
271,3.1046025104602513,478,2000-05-19,2005-12-26,2047
272,2.9193548387096775,62,2005-09-25,2005-12-27,93
273,3.3624754113716553,32027,2004-09-17,2005-12-31,470
274,2.7674418604651163,774,2002-10-08,2005-12-30,1179
275,3.633405639913232,10603,2002-12-25,2005-12-31,1102
276,2.0782608695652174,115,2000-09-24,2005-12-26,1919
277,3.445859872611465,157,2004-01-06,2005-12-07,701
278,2.144578313253012,83,2001-07-06,2005-12-15,1623
279,3.1696065128900948,737,2003-10-06,2005-12-30,816
280,3.352504638218924,539,2001-11-20,2005-12-27,1498
281,3.7550512900217594,3217,2003-08-06,2005-12-31,878
282,3.6666666666666665,393,2003-08-31,2005-12-21,843
283,3.706555834378921,6376,2000-02-25,2005-12-31,2136
284,2.2577319587628866,97,2005-04-06,2005-12-28,266
285,3.3265990862364365,14008,2000-01-05,2005-12-31,2187
286,2.9162303664921465,191,2004-07-09,2005-12-29,538
287,3.572,250,1999-12-30,2005-12-30,2192
288,3.5470383275261326,1148,2004-09-01,2005-12-31,486
289,2.334768812330009,4412,2000-01-05,2005-12-29,2185
290,3.584499800633775,47651,2004-06-10,2005-12-31,569
291,2.2222222222222223,108,2000-11-08,2005-12-18,1866
292,3.857677902621723,534,2005-08-13,2005-12-31,140
293,3.7598039215686274,408,2003-11-12,2005-12-25,774
294,3.1515151515151514,462,2004-06-07,2005-12-20,561
295,3.314671547972646,28954,1999-12-17,2005-12-31,2206
296,2.913793103448276,116,2002-01-25,2005-12-20,1425
297,2.878834355828221,1956,2003-10-11,2005-12-31,812
298,3.101098901098901,455,2003-11-08,2005-12-28,781
299,3.7066437928883342,76944,2001-04-15,2005-12-31,1721
300,2.455357142857143,112,2000-01-09,2005-12-22,2174
301,2.605714285714286,175,2005-04-15,2005-12-28,257
302,2.817974971558589,879,2003-01-27,2005-12-30,1068
303,3.088888888888889,225,2003-02-11,2005-12-29,1052
304,3.768310475634666,3427,2003-09-12,2005-12-31,841
305,3.624414976599064,12820,2004-07-01,2005-12-31,548
306,3.0558375634517767,197,2005-01-21,2005-12-19,332
307,3.4754098360655736,122,2004-08-21,2005-11-29,465
308,2.78,200,2000-01-11,2005-12-19,2169
309,3.075055187637969,453,2001-04-07,2005-12-28,1726
310,3.3617977528089886,445,2000-10-20,2005-12-28,1895
311,3.5778941010670424,24835,2001-03-01,2005-12-31,1766
312,3.710127220245277,65477,2000-04-15,2005-12-31,2086
313,3.689345970424398,99812,2000-10-26,2005-12-31,1892
314,3.414396887159533,514,2005-05-10,2005-12-31,235
315,3.293577981651376,109,2005-03-16,2005-12-30,289
316,4.301984126984127,2520,2005-07-15,2005-12-31,169
317,3.0,94,2005-04-27,2005-12-28,245
318,2.336842105263158,95,2000-01-22,2005-12-22,2161
319,3.0252100840336134,119,2005-02-20,2005-12-23,306
320,2.814516129032258,124,2000-01-14,2005-11-20,2137
321,2.7222222222222223,144,2004-10-26,2005-12-22,422
322,2.589086859688196,898,2000-05-13,2005-12-31,2058
323,2.419943820224719,712,1999-12-30,2005-12-30,2192
324,3.061381074168798,391,2000-01-14,2005-12-31,2178
325,4.19536128456735,1121,2004-11-18,2005-12-31,408
326,3.290909090909091,165,2004-05-21,2005-12-28,586
327,3.1853932584269664,178,2000-04-19,2005-11-26,2047
328,2.8984771573604062,197,2002-08-21,2005-12-20,1217
329,3.5878580267407116,66266,2000-02-01,2005-12-31,2160
330,3.4609438567941417,27038,2000-01-05,2005-12-31,2187
331,3.6220238726228082,47167,2000-03-02,2005-12-31,2130
332,2.2550335570469797,149,2002-10-15,2005-12-29,1171
333,3.786259541984733,393,2004-01-30,2005-12-29,699
334,3.55764263322884,39875,2005-02-11,2005-12-31,323
335,2.1812080536912752,149,2003-07-18,2005-12-16,882
336,3.170854271356784,199,2005-04-08,2005-12-29,265
337,2.972961186218927,2293,2000-01-06,2005-12-31,2186
338,3.8894436519258204,1402,2002-03-08,2005-12-31,1394
339,3.7848101265822787,553,2004-10-08,2005-12-25,443
340,2.938202247191011,178,2001-07-29,2005-12-03,1588
341,3.0510204081632653,1862,2003-12-26,2005-12-31,736
342,3.703240058910162,1358,2003-09-12,2005-12-31,841
343,3.1739130434782608,92,2005-04-19,2005-12-19,244
344,3.697004608294931,2604,1999-12-09,2005-12-31,2214
345,4.111377245508982,4175,2004-10-12,2005-12-30,444
346,3.051546391752577,485,2005-02-15,2005-12-28,316
347,2.435185185185185,108,2000-01-24,2005-12-22,2159
348,3.4052908391553496,12739,2000-02-27,2005-12-31,2134
349,2.4682675814751285,583,2001-04-19,2005-12-28,1714
350,3.7958297132927887,1151,2004-03-03,2005-12-31,668
351,2.937984496124031,129,2004-05-14,2005-12-19,584
352,2.563025210084034,119,2001-04-12,2005-12-18,1711
353,3.2548387096774194,20460,2002-04-12,2005-12-31,1359
354,2.2816901408450705,142,2005-02-17,2005-12-23,309
355,2.0,150,1999-12-30,2005-12-21,2183
356,3.068983957219251,1870,2005-04-05,2005-12-31,270
357,3.5123780945236307,77314,2003-12-01,2005-12-31,761
358,3.538896276595745,3008,2002-08-06,2005-12-31,1243
359,4.1543668122270745,4580,2004-02-08,2005-12-31,692
360,2.393993724787091,2231,2002-01-26,2005-12-31,1435
361,3.635833635526793,35849,2004-11-02,2005-12-31,424
362,2.513211382113821,3936,2000-05-02,2005-12-30,2068
363,2.9543517954960437,1643,2003-12-28,2005-12-31,734
364,2.934959349593496,123,2004-04-01,2005-12-29,637
365,3.2153846153846155,260,2001-02-09,2005-12-05,1760
366,3.4971428571428573,350,2004-11-13,2005-12-27,409
367,3.139663906086677,12437,2002-11-03,2005-12-31,1154
368,3.411469534050179,1395,2003-08-26,2005-12-31,858
369,2.860706860706861,962,2002-05-28,2005-12-28,1310
370,3.1095041322314048,484,2000-01-06,2005-12-27,2182
371,3.874251497005988,2004,2003-10-14,2005-12-30,808
372,2.391891891891892,148,2000-01-15,2005-12-30,2176
373,2.776470588235294,85,2000-11-30,2005-12-15,1841
374,3.3292181069958846,243,2005-09-27,2005-12-29,93
375,3.0266472868217056,2064,2003-09-29,2005-12-29,822
376,3.4248704663212437,193,2003-09-12,2005-12-02,812
377,2.5357142857142856,112,2003-09-12,2005-12-19,829
378,2.83787416004887,8185,2003-09-04,2005-12-31,849
379,2.632911392405063,158,2005-03-25,2005-12-28,278
380,3.0926275992438566,529,2003-05-30,2005-12-30,945
381,3.392042042042042,6660,2000-01-14,2005-12-31,2178
382,3.0822784810126582,158,2004-10-19,2005-12-20,427
383,2.7443946188340806,223,2001-10-04,2005-12-18,1536
384,3.737134909596662,1438,2004-07-16,2005-12-31,533
385,3.6277754056362084,9368,2002-11-05,2005-12-31,1152
386,2.949625595643295,1469,2001-03-23,2005-12-31,1744
387,3.5153061224489797,588,2000-02-13,2005-12-31,2148
388,2.3225806451612905,217,2001-04-26,2005-12-21,1700
389,3.112531969309463,391,2005-02-20,2005-12-29,312
390,2.6905761159862647,5242,2002-07-04,2005-12-22,1267
391,3.5384615384615383,572,2003-10-25,2005-12-31,798
392,3.2333333333333334,60,2005-08-10,2005-12-28,140
393,3.3227949213823256,11893,2002-01-26,2005-12-31,1435
394,3.5720470006184293,1617,2000-03-27,2005-12-30,2104
395,3.9879253567508233,1822,2004-04-24,2005-12-31,616
396,3.1029411764705883,204,2004-04-15,2005-12-19,613
397,3.929144385026738,748,2004-04-23,2005-12-31,617
398,2.7483870967741937,3565,2000-01-11,2005-12-30,2180
399,2.336,125,2002-09-19,2005-12-02,1170
400,3.8326563769293256,3693,2003-03-28,2005-12-29,1007
401,3.6346272335181764,3246,2000-09-09,2005-12-31,1939
402,3.2459016393442623,122,2004-04-23,2005-12-28,614
403,3.090909090909091,440,2001-03-15,2005-12-28,1749
404,2.4912663755458517,458,2003-05-12,2005-12-28,961
405,3.7515798342929365,7121,2003-06-17,2005-12-31,928
406,3.7627578830450252,48617,2004-12-08,2005-12-31,388
407,2.680365296803653,219,2002-12-22,2005-12-29,1103
408,3.4055299539170507,2821,2001-06-15,2005-12-31,1660
409,3.548098434004474,447,2005-01-19,2005-12-30,345
410,3.904856293359762,1009,2001-09-27,2005-12-31,1556
411,2.916256157635468,203,2000-05-30,2005-12-29,2039
412,3.125,320,2002-02-01,2005-12-19,1417
413,3.4105787555585274,29909,2002-07-18,2005-12-31,1262
414,2.936974789915966,1428,2000-08-29,2005-12-28,1947
415,1.7619047619047619,126,2002-11-19,2005-11-19,1096
416,2.987562189054726,11256,2003-09-22,2005-12-31,831
417,3.9310580204778156,1465,2004-03-22,2005-12-31,649
418,2.7273168364871423,2061,2005-05-26,2005-12-31,219
419,3.906821963394343,601,2005-08-15,2005-12-30,137
420,3.7134593993325917,4495,2000-03-02,2005-12-31,2130
421,4.043566362715299,987,2005-02-08,2005-12-31,326
422,3.395416515096399,5498,2000-10-08,2005-12-31,1910
423,2.983108108108108,296,2000-08-28,2005-12-30,1950
424,3.5564447592067987,14120,1999-12-30,2005-12-31,2193
425,3.6699029126213594,4532,2003-08-06,2005-12-31,878
426,3.246857955892815,4217,2001-02-23,2005-12-31,1772
427,2.8690787019768744,2681,2002-05-08,2005-12-31,1333
428,2.8347826086956522,115,2004-09-03,2005-12-21,474
429,3.3617719442165708,1219,2000-02-03,2005-12-31,2158
430,4.047865459249676,1546,2004-03-01,2005-12-29,668
431,3.5421861409104087,3449,2003-10-20,2005-12-30,802
432,3.98894620486367,2714,1999-12-12,2005-12-31,2211
433,3.5554117295628798,10043,2000-12-31,2005-12-30,1825
434,3.4782608695652173,138,2005-01-05,2005-12-20,349
435,2.8658892128279883,343,2001-10-10,2005-11-06,1488
436,3.8146341463414632,3485,2001-01-25,2005-12-31,1801
437,3.272727272727273,165,2005-03-11,2005-12-25,289
438,3.030980603448276,3712,1999-12-18,2005-12-28,2202
439,3.2165697674418605,688,2001-03-23,2005-12-31,1744
440,2.925233644859813,107,2003-09-09,2005-12-29,842
441,3.7705882352941176,340,2003-11-19,2005-12-30,772
442,3.9341293689704253,25292,2000-01-05,2005-12-31,2187
443,3.973709434478981,36515,2002-12-09,2005-12-31,1118
444,3.1666666666666665,90,2004-09-17,2005-12-30,469
445,3.539686753384656,7534,2000-01-05,2005-12-31,2187
446,2.8372739916550764,719,1999-12-30,2005-12-29,2191
447,3.4175824175824174,91,2004-11-05,2005-12-22,412
448,3.201058201058201,189,2003-08-26,2005-12-23,850
449,2.988888888888889,90,2005-01-29,2005-12-30,335
450,3.3503649635036497,137,2001-01-06,2005-11-09,1768
451,4.16546762589928,1112,2005-04-18,2005-12-31,257
452,2.894238683127572,2430,2003-08-25,2005-12-31,859
453,3.5492957746478875,426,2003-12-28,2005-12-27,730
454,3.933442444080742,1833,2004-01-18,2005-12-31,713
455,3.788265306122449,784,2003-11-26,2005-12-29,764
456,3.6787755102040816,2450,1999-12-30,2005-12-30,2192
457,3.8743855021325433,116762,2003-11-20,2005-12-31,772
458,3.546478873239437,355,2002-03-01,2005-11-13,1353
459,3.4776509420987485,7271,2002-07-16,2005-12-31,1264
460,2.1947674418604652,344,2003-06-10,2005-12-28,932
461,3.46875,544,2001-07-03,2005-12-15,1626
462,4.038560411311054,778,2004-12-31,2005-12-24,358
463,4.092738407699038,2286,2000-01-10,2005-12-31,2182
464,2.7560975609756095,82,2000-01-07,2005-10-13,2106
465,2.92,100,2000-02-11,2005-12-14,2133
466,3.748618784530387,362,2005-08-11,2005-12-31,142
467,3.56303317535545,1055,2000-10-04,2005-12-31,1914
468,3.517040470081933,60415,2003-09-08,2005-12-31,845
469,2.780952380952381,105,2002-02-21,2005-12-18,1396
470,2.4455958549222796,579,2002-06-20,2005-12-22,1281
471,4.0713333333333335,4500,2003-08-07,2005-12-31,877
472,3.058252427184466,515,2000-03-06,2005-12-29,2124
473,4.03342937039234,23602,2000-03-05,2005-12-31,2127
474,3.59835255354201,3035,2002-03-20,2005-12-30,1381
475,3.0019212295869355,1041,2002-07-13,2005-12-30,1266
