Movie_ID,Avg_Rating,Watch_Count,Min_Date,Max_Date,Date_Diff,Std_Dev,Year,Year_Diff
134,2.1313131313131315,99,2002-05-16,2005-11-10,1274,1.148614646010528,1996,6
135,4.138020833333333,384,2004-10-07,2005-12-28,447,1.1958205020796733,1998,6
136,2.975,120,2000-01-16,2005-12-31,2176,1.0163578077022437,1927,73
137,2.392156862745098,204,2003-04-29,2005-12-16,962,1.070489623670481,1998,5
138,3.9422340602630266,6007,2004-01-29,2005-12-31,702,1.1811424296189539,1995,9
139,2.5104166666666665,96,2002-03-30,2005-12-20,1361,1.1424331528680047,2001,1
140,2.5294117647058822,119,2005-06-10,2005-12-18,191,1.0562447826509573,1993,12
141,2.9761904761904763,126,2004-08-07,2005-12-23,503,0.9671755639120394,2004,0
142,2.8098159509202456,326,2001-05-03,2005-12-29,1701,1.1505297628712077,2000,1
143,3.853031645899588,38362,2000-01-05,2005-12-31,2187,0.9218772863120177,1997,3
144,3.2006920415224913,289,2000-11-26,2005-12-29,1859,1.2752448860574228,2000,0
145,3.074725274725275,455,2003-05-04,2005-12-27,968,1.1140466189947806,1978,25
146,2.420765027322404,366,2000-01-08,2005-12-29,2182,1.145810935888185,1988,12
147,2.16793893129771,131,2002-11-27,2005-12-19,1118,0.8607033953130803,1992,10
148,3.304947283049473,22194,2001-02-18,2005-12-31,1777,1.0764101875759648,2001,0
149,3.0161290322580645,62,2005-05-20,2005-12-29,223,1.4428107300508504,2005,0
150,2.883018867924528,265,2002-02-11,2005-12-28,1416,1.0541648728676685,2001,1
151,1.9545454545454546,176,2005-06-10,2005-12-20,193,0.9610600208292736,2005,0
152,3.9340755293604017,9162,2000-07-17,2005-12-31,1993,0.9098774896352407,1995,5
153,2.7476635514018692,321,2002-11-22,2005-12-26,1130,1.1572607037520104,2002,0
154,2.9430379746835444,158,2001-05-05,2005-12-20,1690,1.1742658413087992,2000,1
155,3.5969387755102042,980,2004-04-21,2005-12-28,616,0.9713941290535392,1975,29
156,3.495170558748013,8179,2001-03-05,2005-12-31,1762,1.023839060472828,1992,9
157,3.3787234042553194,705,2003-01-09,2005-12-30,1086,1.1230291139216593,2004,-1
158,2.657754010695187,374,2005-04-08,2005-12-22,258,0.9826818278139546,2004,1
159,3.932926829268293,164,2003-02-13,2005-11-23,1014,1.2636061821510105,1971,32
160,3.007786429365962,899,2003-09-12,2005-12-28,838,1.2481369166882463,2000,3
161,3.8536209553158707,649,2005-07-12,2005-12-31,172,0.9726935292179234,1939,66
162,2.959915611814346,474,2004-01-16,2005-12-31,715,1.135845324744118,1968,36
163,2.378238341968912,193,2003-11-30,2005-12-26,757,1.3451080367008579,2002,1
164,2.6273006134969323,652,2005-08-01,2005-12-28,149,1.0707922681527549,2003,2
165,3.9169572798605055,4588,2000-02-12,2005-12-31,2149,1.0080730077385653,1982,18
166,3.556332803391627,9435,2001-03-02,2005-12-31,1765,0.9491418032670715,1980,21
167,4.0922303573379954,9151,2004-12-05,2005-12-31,391,0.9204511591811345,2004,0
168,3.242424242424242,1353,2004-06-23,2005-12-31,556,1.20234141903728,1983,21
169,3.388059701492537,335,2004-07-30,2005-12-19,507,1.1627350561483547,2004,0
170,3.181395348837209,215,2004-04-23,2005-12-19,605,1.2111737980724089,1972,32
171,3.7424878836833604,6190,2001-03-21,2005-12-31,1746,0.9402513807522475,1957,44
172,3.127329192546584,322,2004-11-26,2005-12-28,397,1.0586823984980995,2003,1
173,3.538908765652952,2236,2002-04-22,2005-12-28,1346,1.0108173177375415,1968,34
174,3.319371727748691,191,2005-07-12,2005-12-25,166,1.2386714542676462,1968,37
175,4.003847429519071,90450,1999-12-30,2005-12-31,2193,1.0188152490286344,1992,7
176,3.2666666666666666,210,2004-05-14,2005-12-29,594,1.0237997212436136,2004,0
177,2.680497925311203,241,2002-11-13,2005-12-28,1141,1.021433511151857,2002,0
178,3.372863801139306,1931,2003-08-26,2005-12-30,857,0.9972859706959657,1996,7
179,2.458041958041958,286,2004-06-16,2005-12-20,552,0.97512303046802,2003,1
180,3.833746898263027,2418,2002-09-20,2005-12-30,1197,1.0334028715222305,2002,0
181,2.6000562113546937,3558,2004-09-27,2005-12-31,460,0.9165151372669168,2004,0
182,3.0811965811965814,234,2001-08-29,2005-12-27,1581,1.2176408361356692,2001,0
183,3.0122699386503067,163,2005-03-25,2005-12-28,278,1.082907209990201,2005,0
184,3.338345864661654,399,2004-10-07,2005-12-29,448,1.0506319087650384,2004,0
185,3.0574662603395732,2297,2002-10-01,2005-12-31,1187,1.1477167254583571,1985,17
186,3.3780068728522337,291,2005-02-07,2005-12-28,324,0.8229870824524742,1950,55
187,3.012170183051524,20049,2002-03-05,2005-12-31,1397,1.150814072080445,2002,0
188,2.7618673989799922,2549,2005-02-11,2005-12-29,321,1.038590835100829,2005,0
189,3.346466718540001,14137,2000-09-10,2005-12-30,1937,0.9951426318423796,1982,18
190,2.0961538461538463,104,2000-06-19,2005-12-27,2017,0.8759929818536837,1989,11
191,3.932202188006483,98720,2003-04-18,2005-12-31,988,0.8928857714763212,2003,0
192,3.2,275,2004-04-18,2005-12-28,619,1.2556441915472805,2003,1
193,2.975206611570248,121,2004-12-25,2005-12-14,354,1.4110445889325833,2005,-1
194,3.134674922600619,646,2003-09-12,2005-12-30,840,1.253388141058205,1996,7
195,3.2972972972972974,185,2005-08-20,2005-12-31,133,1.0390438974925789,2004,1
196,3.4675324675324677,154,2002-09-05,2005-12-20,1202,1.2740180438530502,1992,10
197,3.478931823775535,81260,2004-02-13,2005-12-31,687,0.9909752336893166,2004,0
198,3.082474226804124,194,2000-01-10,2005-12-22,2173,1.1442136752221856,1997,3
199,3.8931820101945984,35509,1999-12-31,2005-12-31,2192,1.0016017273264288,1978,21
200,3.007751937984496,129,2001-03-10,2005-12-28,1754,1.0932757831327355,1964,37
201,3.4174008810572687,2724,2003-08-12,2005-12-31,872,0.9843459286120568,2001,2
202,3.1047120418848166,382,2002-09-11,2005-12-29,1205,1.0446859884674828,2001,1
203,3.15625,96,2000-12-04,2005-12-30,1852,1.3324147054758968,1997,3
204,2.708695652173913,230,2004-02-09,2005-12-27,687,1.2529138242803122,2002,2
205,3.3021442495126707,513,2004-11-12,2005-12-28,411,1.109412535743101,2004,0
206,3.8585766423357666,1096,2004-11-19,2005-12-30,406,1.1124367016262786,2004,0
207,2.86046511627907,258,2002-12-11,2005-12-20,1105,1.138257156713508,2001,1
208,3.3588342440801457,2196,2000-01-10,2005-12-31,2182,1.372233371650391,1947,53
209,4.160759204207638,4373,2003-09-12,2005-12-30,840,1.0649092113498055,1996,7
210,3.151382823871907,687,2003-08-05,2005-12-31,879,1.1694957837536952,2001,2
211,3.555045871559633,654,2004-04-13,2005-12-30,626,1.059860972581021,2004,0
212,2.7786516853932586,890,2001-07-02,2005-12-30,1642,1.217326350796999,1982,19
213,3.4709936817920735,3482,2002-12-27,2005-12-29,1098,0.9718192930034176,2001,1
214,2.9193548387096775,124,2003-02-21,2005-12-20,1033,1.3650502488952254,2002,1
215,4.062575210589651,5817,2004-07-30,2005-12-31,519,1.066820358831205,1998,6
216,3.218212478920742,8895,2001-11-15,2005-12-31,1507,0.9557002113150717,2000,1
217,2.9529411764705884,425,2005-03-04,2005-12-30,301,0.9628216486930531,1988,17
218,3.226086956521739,115,2003-12-16,2005-12-02,717,1.2639458513635988,1983,20
219,2.6036036036036037,111,2000-01-11,2005-12-29,2179,1.0381739150089824,1995,5
220,3.257918552036199,221,2003-09-19,2005-12-22,825,1.3985359918889477,1983,20
221,3.4347826086956523,161,2005-05-13,2005-12-31,232,1.2388634342394855,2005,0
222,2.606060606060606,99,2001-01-29,2005-11-10,1746,1.2439090935531096,1998,3
223,4.2111917098445595,24125,2004-01-22,2005-12-31,709,1.027538616930261,2003,1
224,3.8314917127071824,1086,2003-05-07,2005-12-28,966,0.9407140064157339,1999,4
225,2.733739012846518,7395,2004-07-22,2005-12-31,527,1.0866398016203989,2004,0
226,2.4444444444444446,189,2000-01-24,2005-12-16,2153,1.1124696186783123,1996,4
227,3.417293233082707,1330,2002-10-04,2005-12-30,1183,1.1796500787229551,2001,1
228,2.831578947368421,95,2004-04-24,2005-12-26,611,0.9637320142533154,1979,25
229,3.831288343558282,652,2003-10-29,2005-12-29,792,1.1556590992142266,2003,0
230,3.0952380952380953,126,2005-01-19,2005-12-28,343,1.2676186898500443,1987,18
231,2.9427083333333335,768,2003-05-16,2005-12-27,956,1.164153405185072,2002,1
232,3.182676848874598,4976,2002-07-18,2005-12-31,1262,0.923935948569974,1989,13
233,3.2416267942583734,418,2001-10-04,2005-12-28,1546,1.0161710398382773,1971,30
234,2.9690721649484537,97,2000-01-25,2005-12-20,2156,1.0940521796611467,1921,79
235,3.024886877828054,442,2003-11-01,2005-12-31,791,0.9168691728621257,1996,7
236,2.32,125,2000-02-20,2005-12-20,2130,1.0286226305740276,1998,2
237,3.3994252873563218,348,2000-01-17,2005-12-29,2173,1.1202612461080752,1918,82
238,3.6783725910064238,2335,2000-01-10,2005-12-31,2182,1.1087905002936689,1976,24
239,3.7680365296803653,2190,2004-02-13,2005-12-31,687,1.009810840600936,2004,0
240,3.9484953703703702,5184,2003-09-20,2005-12-31,833,0.8755526094780935,1942,61
241,4.157900839478688,43122,2000-04-23,2005-12-31,2078,0.8428343439335917,1959,41
242,3.911157894736842,2375,2002-09-24,2005-12-31,1194,1.1999463474016558,1995,7
243,3.0252100840336134,119,2004-01-09,2005-12-24,715,1.0533416146652452,1962,42
244,3.8666666666666667,105,2004-09-23,2005-12-31,464,1.1934651123342377,2004,0
245,2.78021978021978,91,2002-03-19,2005-12-08,1360,1.218397835065905,2002,0
246,3.1160092807424595,431,2004-08-27,2005-12-31,491,0.897282118351674,1968,36
247,3.0321592649310873,653,2003-09-01,2005-12-29,850,1.172489260769717,1994,9
248,3.6333387437104365,6161,2003-07-20,2005-12-31,895,1.3270849940754754,2001,2
249,3.182741116751269,197,2004-05-14,2005-12-28,593,1.033671186312665,1958,46
250,3.4385510996119018,773,2002-01-31,2005-12-30,1429,1.050740657372899,1966,36
251,3.8803986710963456,1204,2003-05-07,2005-12-27,965,0.963497287476268,2000,3
252,3.3904539303727397,24387,2002-07-20,2005-12-31,1260,0.9645163946045459,2002,0
253,4.0679207920792075,5050,2004-03-16,2005-12-31,655,0.9614992057105727,1935,69
254,2.042105263157895,190,2004-12-03,2005-11-16,348,1.0731527943764452,2003,1
255,3.142389882250327,4586,2001-08-15,2005-12-31,1599,1.096044181472889,2001,0
256,3.440720808871494,12264,2000-04-16,2005-12-31,2085,1.1245122359224298,2000,0
257,3.9115765617575025,27357,2001-07-15,2005-12-31,1630,0.9078201562723502,1973,28
258,2.951219512195122,164,2000-09-02,2005-12-22,1937,1.1501127074605937,1999,1
259,3.220319634703196,876,2005-08-29,2005-12-31,124,1.0596378413683385,2004,1
260,3.15609756097561,205,2000-01-16,2005-12-31,2176,1.3985371875445438,1967,33
261,3.6901140684410647,526,2004-06-25,2005-12-29,552,0.8842415024090728,1948,56
262,3.7103700319780724,4378,2004-04-04,2005-12-31,636,0.9831513212995443,1974,30
263,3.9844444444444442,900,2004-08-19,2005-12-26,494,1.3306443036217803,2001,3
264,2.888059701492537,134,2004-02-09,2005-12-20,680,1.199376076905214,2002,2
265,3.25,308,2003-04-22,2005-12-29,982,1.2264059936406806,2002,1
266,3.0555555555555554,126,2004-05-07,2005-12-22,594,1.2086723662303565,2000,4
267,3.6867469879518073,1162,2004-07-08,2005-12-31,541,1.4178558327483863,1994,10
268,3.7114517583408477,5545,2004-04-10,2005-12-31,630,0.918025637021232,1980,24
269,3.7562770764429123,21467,1999-12-18,2005-12-31,2205,0.8928122156821771,1989,10
270,4.289368944031183,36431,2003-05-27,2005-12-31,949,1.083217021604689,2001,2
271,3.1046025104602513,478,2000-05-19,2005-12-26,2047,1.2495448852631046,1943,57
272,2.9193548387096775,62,2005-09-25,2005-12-27,93,1.2186849550094425,1973,32
273,3.3624754113716553,32027,2004-09-17,2005-12-31,470,1.09050022910782,2004,0
274,2.7674418604651163,774,2002-10-08,2005-12-30,1179,1.0838933314925288,2002,0
275,3.633405639913232,10603,2002-12-25,2005-12-31,1102,0.9044132777344349,2002,0
276,2.0782608695652174,115,2000-09-24,2005-12-26,1919,1.0690857389915116,1998,2
277,3.445859872611465,157,2004-01-06,2005-12-07,701,1.2163148654987808,2003,1
278,2.144578313253012,83,2001-07-06,2005-12-15,1623,1.1596102175287695,1990,11
279,3.1696065128900948,737,2003-10-06,2005-12-30,816,0.9652939304333358,1984,19
280,3.352504638218924,539,2001-11-20,2005-12-27,1498,1.257707921969915,1998,3
281,3.7550512900217594,3217,2003-08-06,2005-12-31,878,1.0149658132947499,1993,10
282,3.6666666666666665,393,2003-08-31,2005-12-21,843,1.1554367198619933,2003,0
283,3.706555834378921,6376,2000-02-25,2005-12-31,2136,1.02348623494277,1996,4
284,2.2577319587628866,97,2005-04-06,2005-12-28,266,1.2271100069155025,2005,0
285,3.3265990862364365,14008,2000-01-05,2005-12-31,2187,0.9174855671152563,1997,3
286,2.9162303664921465,191,2004-07-09,2005-12-29,538,1.2110449725750645,1966,38
287,3.572,250,1999-12-30,2005-12-30,2192,1.1428211411426419,1994,5
288,3.5470383275261326,1148,2004-09-01,2005-12-31,486,1.2161582609615247,2004,0
289,2.334768812330009,4412,2000-01-05,2005-12-29,2185,1.0662211693626031,1998,2
290,3.584499800633775,47651,2004-06-10,2005-12-31,569,1.0885506556716753,2004,0
291,2.2222222222222223,108,2000-11-08,2005-12-18,1866,1.0880260213124315,2000,0
292,3.857677902621723,534,2005-08-13,2005-12-31,140,1.08821378041887,2005,0
293,3.7598039215686274,408,2003-11-12,2005-12-25,774,1.1373282026637097,2003,0
294,3.1515151515151514,462,2004-06-07,2005-12-20,561,1.188697622497365,2002,2
295,3.314671547972646,28954,1999-12-17,2005-12-31,2206,1.1321671657292323,1995,4
296,2.913793103448276,116,2002-01-25,2005-12-20,1425,1.3092909831510793,2000,2
297,2.878834355828221,1956,2003-10-11,2005-12-31,812,1.1955338334704402,2003,0
298,3.101098901098901,455,2003-11-08,2005-12-28,781,1.1237812297380505,2002,1
299,3.7066437928883342,76944,2001-04-15,2005-12-31,1721,0.9678182318639849,2001,0
300,2.455357142857143,112,2000-01-09,2005-12-22,2174,1.0212904119466242,1997,3
301,2.605714285714286,175,2005-04-15,2005-12-28,257,0.9522939204896994,2003,2
302,2.817974971558589,879,2003-01-27,2005-12-30,1068,1.1328979890471105,2001,2
303,3.088888888888889,225,2003-02-11,2005-12-29,1052,1.0225629176901148,1959,44
304,3.768310475634666,3427,2003-09-12,2005-12-31,841,1.1627662074792464,1997,6
305,3.624414976599064,12820,2004-07-01,2005-12-31,548,0.9734183801818054,1996,8
306,3.0558375634517767,197,2005-01-21,2005-12-19,332,1.1831853124865221,2005,0
307,3.4754098360655736,122,2004-08-21,2005-11-29,465,1.3249862918617161,2002,2
308,2.78,200,2000-01-11,2005-12-19,2169,1.12602828494335,1974,26
309,3.075055187637969,453,2001-04-07,2005-12-28,1726,1.0678819948440876,1975,26
310,3.3617977528089886,445,2000-10-20,2005-12-28,1895,1.076730287563743,2000,0
311,3.5778941010670424,24835,2001-03-01,2005-12-31,1766,1.0333502947508486,1994,7
312,3.710127220245277,65477,2000-04-15,2005-12-31,2086,1.0058644602343931,2000,0
313,3.689345970424398,99812,2000-10-26,2005-12-31,1892,1.092529839221436,2000,0
314,3.414396887159533,514,2005-05-10,2005-12-31,235,1.1983854172407968,1985,20
315,3.293577981651376,109,2005-03-16,2005-12-30,289,1.4548943724773489,1964,41
316,4.301984126984127,2520,2005-07-15,2005-12-31,169,1.0157923472058414,1999,6
317,3.0,94,2005-04-27,2005-12-28,245,1.1264178639834665,1997,8
318,2.336842105263158,95,2000-01-22,2005-12-22,2161,1.1261922884431026,1994,6
319,3.0252100840336134,119,2005-02-20,2005-12-23,306,1.2035412780760963,1987,18
320,2.814516129032258,124,2000-01-14,2005-11-20,2137,1.0847571792567778,1997,3
321,2.7222222222222223,144,2004-10-26,2005-12-22,422,1.1247031897159645,2004,0
322,2.589086859688196,898,2000-05-13,2005-12-31,2058,1.1754517389766626,1974,26
