Movie_ID,Avg_Rating,Watch_Count,Min_Date,Max_Date,Date_Diff,Std_Dev,Year,Year_Diff,Quantile_1_Freq,Quantile_2_Freq,Quantile_3_Freq,Quantile_4_Freq,Quantile_5_Freq,CI_Lower_95,CI_Upper_95
46,3.8064958828911255,6558,1999-12-20,2005-12-31,2203,1.0430305146420358,1964,35,96038,96222,95853,96040,96036,3.781251347662193,3.831740418120058
47,3.266382978723404,2350,2001-11-14,2005-12-29,1506,1.0908583829398382,1952,49,96038,96222,95853,96040,96036,3.2222777058207166,3.310488251626092
48,3.7109440267335,3591,2002-03-14,2005-12-31,1388,1.0647504709507285,2001,1,96038,96222,95853,96040,96036,3.6761186190147153,3.7457694344522845
49,3.6666666666666665,231,2003-11-19,2005-12-28,770,1.2568652055521057,2003,0,96038,96222,95853,96040,96036,3.504583174570189,3.828750158763144
50,3.027439024390244,328,2001-03-21,2005-12-28,1743,0.9779730782779014,1941,60,96038,96222,95853,96040,96036,2.9215999460857867,3.133278102694701
51,3.566666666666667,90,2003-01-15,2005-08-06,934,1.382474576640084,2002,1,96038,96222,95853,96040,96036,3.2810444599953015,3.8522888733380323
52,3.757140081600933,5147,2003-08-06,2005-12-31,878,0.9438599316320468,2002,1,96038,96222,95853,96040,96036,3.7313539296679434,3.782926233533922
53,1.6754385964912282,114,2004-08-20,2005-11-07,444,0.907155566515446,2003,1,96038,96222,95853,96040,96036,1.508911306122067,1.8419658868603894
54,2.9874213836477987,159,2004-04-09,2005-12-28,628,1.0372030389932376,1952,52,96038,96222,95853,96040,96036,2.8262005027498867,3.148642264545711
55,3.024522028262677,2406,1999-12-09,2005-12-31,2214,1.0854458065195394,1995,4,96038,96222,95853,96040,96036,2.981149333587921,3.0678947229374325
56,3.648663393344244,1833,2004-02-09,2005-12-30,690,0.9911560960971882,2004,0,96038,96222,95853,96040,96036,3.603288366464801,3.6940384202236864
57,3.678551375631668,3562,2000-03-08,2005-12-30,2123,1.035313209360638,1995,5,96038,96222,95853,96040,96036,3.6445512228230452,3.712551528440291
58,3.612008043665613,17405,2002-02-05,2005-12-29,1423,0.9522285826761728,1996,6,96038,96222,95853,96040,96036,3.5978611766543414,3.6261549106768842
59,2.7892156862745097,204,2004-07-23,2005-12-22,517,1.0596408781699058,2003,1,96038,96222,95853,96040,96036,2.643803872518029,2.9346275000309903
60,2.149152542372881,295,2002-05-27,2005-12-30,1313,1.0839542252170815,1969,33,96038,96222,95853,96040,96036,2.025456442680933,2.2728486420648286
61,2.952380952380953,147,2000-02-18,2005-11-22,2104,1.2785551205744052,1999,1,96038,96222,95853,96040,96036,2.745692192330479,3.159069712431427
62,3.6241379310344826,290,2003-06-13,2005-12-30,931,0.9983221815331128,1991,12,96038,96222,95853,96040,96036,3.5092358767995733,3.739039985269392
63,3.25,184,2004-05-14,2005-12-28,593,0.9931459096297016,1943,61,96038,96222,95853,96040,96036,3.106497251850223,3.393502748149777
64,2.421052631578948,95,2002-06-20,2005-12-18,1277,1.163075045313171,2001,1,96038,96222,95853,96040,96036,2.18716782718396,2.6549374359739355
65,2.3294573643410854,258,2004-12-31,2005-12-26,360,1.1314329677148076,2000,4,96038,96222,95853,96040,96036,2.191395082348033,2.467519646334138
66,2.2951807228915664,166,2001-12-29,2005-12-27,1459,1.113379089728347,1989,12,96038,96222,95853,96040,96036,2.1258073687941597,2.464554076988973
67,2.557093425605536,289,2000-01-30,2005-12-14,2145,1.107593673110122,1997,3,96038,96222,95853,96040,96036,2.4293943903528397,2.6847924608582328
68,4.14259927797834,2216,2004-04-27,2005-12-31,613,1.1705449384339688,2004,0,96038,96222,95853,96040,96036,4.093862222769113,4.191336333187566
69,3.293103448275862,116,2005-02-22,2005-12-20,301,1.462679146244169,2003,2,96038,96222,95853,96040,96036,3.026923003543656,3.559283893008068
70,2.7317784256559765,343,2001-04-28,2005-12-20,1697,1.0859598594139348,1999,2,96038,96222,95853,96040,96036,2.616851236783659,2.846705614528294
71,3.770019218449712,1561,2003-05-04,2005-12-30,971,0.9878871845377912,1995,8,96038,96222,95853,96040,96036,3.721011783585539,3.8190266533138852
72,3.1452513966480447,179,2002-06-20,2005-12-22,1281,1.3201622808127125,1974,28,96038,96222,95853,96040,96036,2.9518512157539005,3.3386515775421888
73,3.891566265060241,747,2004-08-28,2005-12-28,487,1.0081549969865249,1954,50,96038,96222,95853,96040,96036,3.8192687987568066,3.9638637313636753
74,3.185567010309278,388,2004-12-31,2005-12-27,361,0.9917478310316068,1999,5,96038,96222,95853,96040,96036,3.0868842093215605,3.284249811296996
75,2.5707762557077625,219,2001-02-24,2005-12-18,1758,1.0174012767663172,1997,4,96038,96222,95853,96040,96036,2.4360270256854597,2.7055254857300652
76,4.090385917400136,2954,2004-02-13,2005-12-31,687,1.1437290498791552,1952,52,96038,96222,95853,96040,96036,4.049140663834975,4.131631170965297
77,2.852772466539197,13598,1999-12-21,2005-12-30,2201,1.1261286813757552,1995,4,96038,96222,95853,96040,96036,2.8338443861140603,2.8717005469643335
78,2.9416494845360823,4850,2000-01-05,2005-12-30,2186,1.138074157070574,1996,4,96038,96222,95853,96040,96036,2.909619571189794,2.973679397882371
79,3.765381218722402,3397,2000-01-05,2005-12-31,2187,0.962183794038607,1956,44,96038,96222,95853,96040,96036,3.733024361260286,3.797738076184518
80,2.7992700729927007,274,2003-03-15,2005-12-29,1020,1.0090430929466976,1979,24,96038,96222,95853,96040,96036,2.679791368780723,2.9187487772046783
81,3.4395516413130505,1249,1999-12-27,2005-12-31,2196,0.9974672047012048,1991,8,96038,96222,95853,96040,96036,3.384232748691415,3.494870533934686
82,3.042016806722689,119,2005-04-09,2005-12-28,263,0.9776741509715045,1951,54,96038,96222,95853,96040,96036,2.8663552514660227,3.217678361979355
83,3.729331339457381,18724,2000-01-05,2005-12-31,2187,0.8613255531485466,1983,17,96038,96222,95853,96040,96036,3.716993926920765,3.741668751993997
84,3.2212936046511627,2752,2002-06-29,2005-12-29,1279,1.093623864475017,2002,0,96038,96222,95853,96040,96036,3.1804334660767184,3.262153743225607
85,4.2518796992481205,266,2005-05-14,2005-12-31,231,0.9676348526766833,2005,0,96038,96222,95853,96040,96036,4.135593880339289,4.368165518156952
86,1.9545454545454544,176,2000-02-17,2005-12-27,2140,1.0892628270961542,1996,4,96038,96222,95853,96040,96036,1.793617155743249,2.1154737533476595
87,2.811965811965812,117,2003-01-13,2005-12-18,1070,1.1739384341169534,2002,1,96038,96222,95853,96040,96036,2.599245744577215,3.0246858793544096
88,3.835378323108384,978,2003-07-21,2005-12-30,893,1.1678462229379123,1998,5,96038,96222,95853,96040,96036,3.7621848585858806,3.9085717876308874
89,2.6913439635535306,878,2001-05-15,2005-12-27,1687,1.0415289032190134,2000,1,96038,96222,95853,96040,96036,2.6224501635682147,2.7602377635388464
90,3.496,625,2001-01-16,2005-12-27,1806,1.0017932638971694,1951,50,96038,96222,95853,96040,96036,3.417459408110462,3.574540591889538
91,3.895943562610229,567,2005-02-14,2005-12-30,319,1.1924828377649566,2005,0,96038,96222,95853,96040,96036,3.7977876016321375,3.9940995235883205
92,3.565217391304348,161,2004-08-12,2005-12-26,501,1.4696198857853184,2002,2,96038,96222,95853,96040,96036,3.338205737164496,3.7922290454442003
93,2.689655172413793,174,2005-06-10,2005-12-31,204,1.083884523717097,2004,1,96038,96222,95853,96040,96036,2.528603787982298,2.8507065568452883
94,3.684210526315789,342,2000-05-26,2005-12-28,2042,1.1688713467886092,2000,0,96038,96222,95853,96040,96036,3.560328091932339,3.808092960699239
95,2.5828877005347595,935,2002-03-26,2005-12-27,1372,1.1703539075680955,1985,17,96038,96222,95853,96040,96036,2.5078693561255427,2.657906044943976
96,3.3688524590163933,488,2001-01-04,2005-12-29,1820,1.089059422541104,2000,1,96038,96222,95853,96040,96036,3.272225627858088,3.4654792901746987
97,3.87182829336114,11508,2002-11-15,2005-12-31,1142,0.9004477673302733,2002,0,96038,96222,95853,96040,96036,3.855376446044912,3.8882801406773684
98,3.9153846153846152,130,2004-10-15,2005-12-14,425,0.9885751659212402,1965,39,96038,96222,95853,96040,96036,3.745445211100651,4.08532401966858
99,2.4206349206349205,126,2001-10-10,2005-10-13,1464,1.053399636249602,1989,12,96038,96222,95853,96040,96036,2.2367000958923327,2.6045697453775083
100,2.6538461538461537,78,2001-07-28,2005-12-22,1608,1.182413590120605,1993,8,96038,96222,95853,96040,96036,2.3914374822671656,2.916254825425142
101,3.372727272727273,330,2001-06-29,2005-12-13,1628,1.1916050648436034,1997,4,96038,96222,95853,96040,96036,3.2441597008513554,3.5012948446031906
102,2.7363636363636363,330,2004-11-22,2005-12-28,401,1.2204733203660532,2004,0,96038,96222,95853,96040,96036,2.6046813399650413,2.8680459327622314
103,3.6555023923444976,209,2005-05-12,2005-12-31,233,1.3430665475679795,1976,29,96038,96222,95853,96040,96036,3.4734147551945584,3.8375900294944367
104,3.6977142857142855,3500,2001-03-21,2005-12-31,1746,1.003591964768474,1965,36,96038,96222,95853,96040,96036,3.6644652369680966,3.7309633344604745
105,3.130208333333333,192,2004-08-28,2005-12-28,487,1.012344724482099,2002,2,96038,96222,95853,96040,96036,2.987011346031186,3.2734053206354803
106,4.097872340425532,940,2004-09-03,2005-12-30,483,1.0427475302299658,2004,0,96038,96222,95853,96040,96036,4.031211418692069,4.1645332621589946
107,3.352231604342581,829,2001-03-21,2005-12-03,1718,1.3054828504674787,2000,1,96038,96222,95853,96040,96036,3.2633626690338042,3.441100539651358
108,3.167315175097276,19018,2004-01-26,2005-12-31,705,0.9490796186100408,2004,0,96038,96222,95853,96040,96036,3.1538262824939443,3.180804067700608
109,2.677064220183486,545,2000-12-21,2005-12-27,1832,0.9955445808261448,1996,4,96038,96222,95853,96040,96036,2.593481108965451,2.7606473314015214
110,3.033811949976841,2159,2000-09-09,2005-12-29,1937,0.948275769958558,1989,11,96038,96222,95853,96040,96036,2.9938115435585897,3.073812356395092
111,3.08288246423474,30127,2003-09-01,2005-12-31,852,0.9942081907404572,2003,0,96038,96222,95853,96040,96036,3.0716556777185953,3.094109250750885
112,3.00418410041841,239,2003-01-15,2005-12-26,1076,1.109538127655346,1993,10,96038,96222,95853,96040,96036,2.8635147922306556,3.1448534086061644
113,3.8851399856424975,1393,2002-03-23,2005-12-30,1378,1.0225975481469478,2000,2,96038,96222,95853,96040,96036,3.8314386286362905,3.9388413426487046
114,3.366822429906542,428,2000-01-08,2005-12-29,2182,1.1628609620702564,1989,11,96038,96222,95853,96040,96036,3.2566527777819756,3.476992082031108
115,3.539039039039039,666,2003-09-12,2005-12-28,838,1.1381854606497852,1973,30,96038,96222,95853,96040,96036,3.452595609167024,3.625482468911054
116,3.539076376554174,1126,2004-10-13,2005-12-31,444,1.0523120109471615,2004,0,96038,96222,95853,96040,96036,3.477610878719455,3.6005418743888935
117,3.46177370030581,981,2003-04-01,2005-12-30,1004,0.999906380189843,1957,46,96038,96222,95853,96040,96036,3.3992015748770075,3.524345825734613
118,3.432952182952183,19240,2000-01-05,2005-12-31,2187,1.093229576915972,1985,15,96038,96222,95853,96040,96036,3.4175044444065823,3.4483999214977836
119,2.6979166666666665,96,2000-01-07,2005-12-20,2174,1.125024366207863,1999,1,96038,96222,95853,96040,96036,2.4728649222917367,2.9229684110415963
120,2.424778761061947,339,2004-04-23,2005-12-27,613,1.0917006146254606,2004,0,96038,96222,95853,96040,96036,2.3085644058244217,2.5409931162994726
121,3.616161616161616,99,2005-03-09,2005-12-31,297,1.2347607444613178,2003,2,96038,96222,95853,96040,96036,3.3729292929292924,3.8593939393939394
122,2.911886457717327,3382,2003-03-23,2005-12-30,1013,1.0734270064260285,2002,1,96038,96222,95853,96040,96036,2.87570868822965,2.948064227205004
123,2.833333333333333,276,2004-12-22,2005-12-30,373,1.0168281044205032,2000,4,96038,96222,95853,96040,96036,2.7133698489169302,2.953296817749736
124,2.266272189349112,169,2000-11-24,2005-12-19,1851,1.0089414286391185,2000,0,96038,96222,95853,96040,96036,2.114154866261983,2.4183895124362405
125,3.3707345286292654,1729,2004-04-23,2005-12-31,617,0.8960300711450505,1981,23,96038,96222,95853,96040,96036,3.328498686320706,3.412970370937825
126,3.201858108108108,1184,2004-02-26,2005-12-28,671,1.0951193931915266,2003,1,96038,96222,95853,96040,96036,3.139478636743579,3.2642375794726366
127,2.630391506303915,3014,2001-01-12,2005-12-23,1806,1.1102898229202915,1987,14,96038,96222,95853,96040,96036,2.590752678197897,2.670030334409933
128,3.2158273381294964,417,2000-01-17,2005-12-28,2172,1.301418918290896,1985,15,96038,96222,95853,96040,96036,3.0909150512317005,3.3407396250272923
129,2.1481481481481484,756,2003-03-15,2005-12-26,1017,1.051902979062615,2003,0,96038,96222,95853,96040,96036,2.073163758865642,2.2231325374306548
130,2.232558139534884,86,2000-11-17,2005-12-18,1857,1.0366736238866987,1999,1,96038,96222,95853,96040,96036,2.0134548516645845,2.451661427405184
131,2.695035460992908,705,2002-03-12,2005-12-30,1389,1.091959654256888,2002,0,96038,96222,95853,96040,96036,2.6144293245769625,2.7756415974088537
132,3.0746987951807228,830,2002-07-31,2005-12-21,1239,1.2964499521874704,1981,21,96038,96222,95853,96040,96036,2.9864979430039464,3.162899647357499
133,3.737807257120562,2563,2004-10-20,2005-12-29,435,1.379820904553792,2003,1,96038,96222,95853,96040,96036,3.684387182717192,3.7912273315239315
134,2.1313131313131315,99,2002-05-16,2005-11-10,1274,1.148614646010528,1996,6,96038,96222,95853,96040,96036,1.9050505050505053,2.357575757575758
135,4.138020833333333,384,2004-10-07,2005-12-28,447,1.1958205020796733,1998,6,96038,96222,95853,96040,96036,4.018413872792795,4.257627793873871
136,2.975,120,2000-01-16,2005-12-31,2176,1.0163578077022437,1927,73,96038,96222,95853,96040,96036,2.793150514726828,3.156849485273172
137,2.392156862745098,204,2003-04-29,2005-12-16,962,1.070489623670481,1998,5,96038,96222,95853,96040,96036,2.2452563033270256,2.5390574221631703
138,3.9422340602630266,6007,2004-01-29,2005-12-31,702,1.181142429618954,1995,9,96038,96222,95853,96040,96036,3.912364452053963,3.9721036684720903
139,2.5104166666666665,96,2002-03-30,2005-12-20,1361,1.1424331528680047,2001,1,96038,96222,95853,96040,96036,2.2818824396691406,2.7389508936641924
140,2.5294117647058822,119,2005-06-10,2005-12-18,191,1.0562447826509571,1993,12,96038,96222,95853,96040,96036,2.3396331957748777,2.719190333636887
141,2.9761904761904763,126,2004-08-07,2005-12-23,503,0.9671755639120394,2004,0,96038,96222,95853,96040,96036,2.8073112951829353,3.1450696571980172
142,2.8098159509202456,326,2001-05-03,2005-12-29,1701,1.1505297628712077,2000,1,96038,96222,95853,96040,96036,2.684920928825665,2.9347109730148264
143,3.853031645899588,38362,2000-01-05,2005-12-31,2187,0.9218772863120176,1997,3,96038,96222,95853,96040,96036,3.843806386947737,3.8622569048514395
144,3.2006920415224918,289,2000-11-26,2005-12-29,1859,1.2752448860574228,2000,0,96038,96222,95853,96040,96036,3.0536638076005773,3.347720275444406
145,3.074725274725275,455,2003-05-04,2005-12-27,968,1.1140466189947806,1978,25,96038,96222,95853,96040,96036,2.972359745050157,3.1770908044003927
146,2.420765027322404,366,2000-01-08,2005-12-29,2182,1.145810935888185,1988,12,96038,96222,95853,96040,96036,2.3033757330800246,2.5381543215647837
147,2.16793893129771,131,2002-11-27,2005-12-19,1118,0.8607033953130803,1992,10,96038,96222,95853,96040,96036,2.0205469218765844,2.3153309407188356
148,3.304947283049473,22194,2001-02-18,2005-12-31,1777,1.0764101875759648,2001,0,96038,96222,95853,96040,96036,3.290785560554266,3.31910900554468
149,3.0161290322580645,62,2005-05-20,2005-12-29,223,1.4428107300508504,2005,0,96038,96222,95853,96040,96036,2.656984226188821,3.375273838327308
150,2.883018867924528,265,2002-02-11,2005-12-28,1416,1.0541648728676685,2001,1,96038,96222,95853,96040,96036,2.7560954745113917,3.0099422613376645
151,1.9545454545454544,176,2005-06-10,2005-12-20,193,0.9610600208292736,2005,0,96038,96222,95853,96040,96036,1.8125579099863722,2.0965329991045367
152,3.9340755293604017,9162,2000-07-17,2005-12-31,1993,0.9098774896352408,1995,5,96038,96222,95853,96040,96036,3.9154441997815375,3.952706858939266
153,2.747663551401869,321,2002-11-22,2005-12-26,1130,1.1572607037520104,2002,0,96038,96222,95853,96040,96036,2.621063243619729,2.8742638591840084
154,2.9430379746835444,158,2001-05-05,2005-12-20,1690,1.1742658413087992,2000,1,96038,96222,95853,96040,96036,2.759935608935601,3.126140340431488
155,3.596938775510204,980,2004-04-21,2005-12-28,616,0.9713941290535392,1975,29,96038,96222,95853,96040,96036,3.5361198829559823,3.6577576680644253
156,3.495170558748013,8179,2001-03-05,2005-12-31,1762,1.023839060472828,1992,9,96038,96222,95853,96040,96036,3.472981562253187,3.517359555242839
157,3.37872340425532,705,2003-01-09,2005-12-30,1086,1.1230291139216593,2004,-1,96038,96222,95853,96040,96036,3.2958237864874347,3.461623022023205
158,2.657754010695187,374,2005-04-08,2005-12-22,258,0.9826818278139546,2004,1,96038,96222,95853,96040,96036,2.5581600061316845,2.7573480152586898
159,3.932926829268293,164,2003-02-13,2005-11-23,1014,1.2636061821510105,1971,32,96038,96222,95853,96040,96036,3.739531540876315,4.126322117660271
160,3.007786429365962,899,2003-09-12,2005-12-28,838,1.2481369166882463,2000,3,96038,96222,95853,96040,96036,2.9261961436077044,3.08937671512422
161,3.853620955315871,649,2005-07-12,2005-12-31,172,0.9726935292179234,1939,66,96038,96222,95853,96040,96036,3.7787850960277676,3.9284568146039747
162,2.959915611814346,474,2004-01-16,2005-12-31,715,1.135845324744118,1968,36,96038,96222,95853,96040,96036,2.8576602486931955,3.0621709749354964
163,2.378238341968912,193,2003-11-30,2005-12-26,757,1.345108036700858,2002,1,96038,96222,95853,96040,96036,2.1884652715188295,2.5680114124189943
164,2.6273006134969323,652,2005-08-01,2005-12-28,149,1.0707922681527549,2003,2,96038,96222,95853,96040,96036,2.545107108584831,2.7094941184090335
165,3.9169572798605055,4588,2000-02-12,2005-12-31,2149,1.0080730077385651,1982,18,96038,96222,95853,96040,96036,3.8877872849781263,3.9461272747428846
166,3.556332803391627,9435,2001-03-02,2005-12-31,1765,0.9491418032670716,1980,21,96038,96222,95853,96040,96036,3.5371807113304614,3.5754848954527922
167,4.0922303573379954,9151,2004-12-05,2005-12-31,391,0.9204511591811344,2004,0,96038,96222,95853,96040,96036,4.0733711887564565,4.111089525919534
168,3.242424242424242,1353,2004-06-23,2005-12-31,556,1.20234141903728,1983,21,96038,96222,95853,96040,96036,3.178357154933526,3.3064913299149583
169,3.388059701492537,335,2004-07-30,2005-12-19,507,1.1627350561483547,2004,0,96038,96222,95853,96040,96036,3.2635467768147897,3.5125726261702845
170,3.181395348837209,215,2004-04-23,2005-12-19,605,1.2111737980724089,1972,32,96038,96222,95853,96040,96036,3.019496668654743,3.3432940290196753
171,3.74248788368336,6190,2001-03-21,2005-12-31,1746,0.9402513807522476,1957,44,96038,96222,95853,96040,96036,3.7190642252386663,3.7659115421280536
172,3.127329192546584,322,2004-11-26,2005-12-28,397,1.0586823984980995,2003,1,96038,96222,95853,96040,96036,3.0116929881414625,3.2429653969517056
173,3.538908765652952,2236,2002-04-22,2005-12-28,1346,1.0108173177375417,1968,34,96038,96222,95853,96040,96036,3.4970108087624276,3.580806722543476
174,3.319371727748691,191,2005-07-12,2005-12-25,166,1.2386714542676462,1968,37,96038,96222,95853,96040,96036,3.1437025708613855,3.4950408846359964
175,4.003847429519071,90450,1999-12-30,2005-12-31,2193,1.0188152490286344,1992,7,96038,96222,95853,96040,96036,3.9972077483975954,4.010487110640547
176,3.2666666666666666,210,2004-05-14,2005-12-29,594,1.0237997212436136,2004,0,96038,96222,95853,96040,96036,3.128194836916941,3.4051384964163924
177,2.680497925311203,241,2002-11-13,2005-12-28,1141,1.021433511151857,2002,0,96038,96222,95853,96040,96036,2.5515371450424813,2.809458705579925
178,3.372863801139306,1931,2003-08-26,2005-12-30,857,0.9972859706959656,1996,7,96038,96222,95853,96040,96036,3.328381766483763,3.4173458357948494
179,2.458041958041958,286,2004-06-16,2005-12-20,552,0.97512303046802,2003,1,96038,96222,95853,96040,96036,2.3450279002780428,2.571056015805873
180,3.833746898263027,2418,2002-09-20,2005-12-30,1197,1.0334028715222303,2002,0,96038,96222,95853,96040,96036,3.7925563486294944,3.87493744789656
181,2.6000562113546937,3558,2004-09-27,2005-12-31,460,0.9165151372669168,2004,0,96038,96222,95853,96040,96036,2.5699405266473825,2.630171896062005
182,3.0811965811965814,234,2001-08-29,2005-12-27,1581,1.2176408361356692,2001,0,96038,96222,95853,96040,96036,2.9251812248806033,3.2372119375125594
183,3.0122699386503067,163,2005-03-25,2005-12-28,278,1.082907209990201,2005,0,96038,96222,95853,96040,96036,2.8460230544862495,3.178516822814364
